"PartNumber","PartDescription","PartDetails","UOM","UPC","PartType","Active","ABCCode","Weight","WeightUOM","Width","Height","Length","SizeUOM","PrimaryTracking","AlertNote","PictureUrl","Tracks-Lot Number","Tracks-Serial Number","Tracks-Asset Tag","Tracks-Condtion","CF-MPN","CF-Max Spec Needed","CF-Integration Manual Needed","CF-CPU Type","CF-Processor","CF-CPU Base Frequency (GHz)","CF-Screen Size","CF-Display Type","CF-Display (Long Form)","CF-Screen Resolution","CF-Touchscreen?","CF-IPS?","CF-120Hz","CF-144Hz","CF-5ms Response Time","CF-3ms Response Time","CF-G-Sync","CF-Graphics Card","CF-VRAM (GB)","CF-VR Ready?","CF-RAM Size","CF-RAM Type","CF-RAM Speed (MHz)","CF-Max RAM Capability","CF-SSD","CF-SSD Type","CF-HDD","CF-HDD Speed (RPM)","CF-Optical Drive","CF-Operating System","CF-Wireless","CF-Wifi Brand","CF-Bluetooth","CF-USB Ports","CF-USB 3.1 Type C","CF-Video Ports","CF-Thunderbolt","CF-Audio Ports","CF-Card Reader","CF-Keyboard","CF-Backlit Keyboard","CF-Fingerprint Reader","CF-Webcam","CF-Battery","CF-Power Supply (W)","CF-Item Length (in)","CF-Item Width (in)","CF-Item Height (in)","CF-Item Weight (lb)"
"LT-LE-0383","LENOVO THINKPAD P51 20HH000JUS","15.6"" Full HD Display (1920 x 1080)
Intel Xeon E3-1535M v6 (8MB Cache, 3.1GHz-4.2GHz) 45W
NVIDIA Quadro M2200M 4GB
8GB DDR4 RAM 2400MHz (64GB Max)
256GB M.2 NVMe Solid State Drive
No Optical Disk Drive
4 x USB 3.1, 1 x USB 3.0, 1 x USB Type-C/Thunder Bolt 3, 1 x Mini Display Port, 1 x HDMI, 1 x RJ-45
720p HD Webcam
Backlit Keyboard
Fingerprint Reader
802.11 AC + Bluetooth 4.1
Windows 10 Professional x64
6-Cell Lithium Ion Battery (90WHr)
14.86"" x 9.93"" x 1.16""
5.9 lbs
Lenovo 3-Year Depot Warranty","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20GB000NUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-LE-0383-CUK-001","LENOVO THINKPAD P51 20HH000JUS Mobile Workstation (Intel Xeon E3-1535M v6, 32GB RAM, 1TB NVMe SSD, NVIDIA Quadro M2200M 4GB) - 15.6"" Full HD, Windows 10, Laptop Computer","Input: 2x16GB DDR4-2400, 1TB Intel M.2 NVMe 2280
Output: 8GB DDR4-2400, 256GB Intel M.2 NVMe 2280","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","20GB000NUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0258","MSI GE73VR Raider-045","i7-7700HQ, 2.8~3.8GHz, 14nm, 6MB 45W
Windows 10 Home 64bit (Pre-Installed, no media) 
16GB DDR4 2400 MHz (1x16GB)
17.3"" 1920x1080 TN @120Hz 5ms, 94% NTSC, G-Sync
nVidia GTX 1070 Desktop GPU, 8GB GDDR5, DX12
1TB 7200rpm 9.5mm
No ODD
FHD type (30fps@1080p) Webcam
Intel Wireless-AC 8265 + Bluetooth 4.2 + Killer Gaming E2500 Gigabit Ethernet Controller
1 x Microphone-in jack, 1 x Mini DisplayPort (v1.2), 1 x All-in-One USB 3.1 Type C, 4 x USB 3.0 Ports, 1 x RJ45 LAN Jack for LAN insert, 1 x HDMI (v 2.0), SD (XC/HC) Card Reader
Dynaudio Premium sound system 4x Speakers + 1 Subwoofer 
SteelSeries Engine 3 with 24 Programmable Colors with Numberpad
Internal 6 cell (51Whr) Battery
6.17 lbs, 16.49""x11.22""x1.12""
1 Year Limited Manufacturer Warranty (include 1 Year Global Warranty)","ea","824142149713","Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GE73VR Raider-045",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" Full HD 120Hz 5ms Display (1920 x 1080)","1920 x 1080",,,"1",,"1",,"1","NVIDIA Geforce GTX 1070","8","1","16GB","DDR4","2400","32GB","256GB","SATA","1TB","7200",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.2","4x USB 3.0, 1x USB 3.1 (Type-C)","1","1x HDMI, 1x Mini DisplayPort",,"1x Microphone-in jack","SD Card Reader","SteelSeries Engine 3 with 24 Programmable Colors with Numberpad","1",,"FHD type","6-Cell Lithium Ion (51 Whr)",,"16.49","11.22","1.12","6.17"
"LT-HP-0517-0B","HP FACTORY RECERTIFIED SPECTRE X360 13-AC013DX - Z4Z20UAR#ABA W10 I7-7500U 256GB NVMe 8GB TOUCHSCREEN FHD- Open Box","HP INC. : HP SPECTRE X360 13-AC013DX WINDOWS 10 HOME INTEL DUAL-CORE CORE I7-7500U 2.7GHZ 256GB PCIE NVME M.2 SSD 8GB LPDDR3-1600 SDRAM 13.3INCH FHD BRIGHTVIEW TOUCHSCREEN (1920X1080) 2X2 802.11AC WLAN BLUETOOTH THUNDERBOLT INTEL HD GRAPHICS 620 FHD IR WEBCAM NATUR","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","Z4Z20UAR#ABA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-LE-0144-CUK-003-UF","Lenovo ThinkCentre M700 Tiny 10HYS0NF00 - i3-6100T, 8GB RAM, 128GB SSD, Windows 10","Inputs: 1x8GB DDR4 Laptop RAM, 128GB M.2 SATA 2280
Outputs: 1x4 DDR4 Laptop RAM, 500GB 7200rpm HDD","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","10HYS0NF00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0227-CUK-003-UF","CUK MSI GT62VR DOMINATOR PRO-239 (i7-7700HQ, 32GB RAM, 512GB NVMe SSD + 1TB HDD, NVIDIA Geforce GTX 1070 8GB, 15.6"" Full HD, Windows 10) VR Ready Gaming Notebook Computer","Input: 2x16GB DDR4-2400 + 512GB M.2 NVMe 2280
Output: 2x8GB DDR4-2400 + 128GB M.2 SATA 2280","ea","824142138830","Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","DOMINATOR PRO-239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0158-CUK-002-UF","Asus GL553VE-DS74 Gamer Laptop (Intel Quad Core i7-7700HQ, 32GB RAM, 512GB NVMe SSD + 1TB HDD, NVIDIA Geforce GTX 1050 Ti 4GB, 15"" Full HD, Windows 10) VR Ready Gaming Notebook Computer","Input: 2x16GB DDR4-2400 + 512GB M.2 NVMe 2280
Output: 2x8GB DDR4-2400 + 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GL553VE-DS74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-HP-0078-CUK-001-UF","HP Pavilion 510-A010 V8P10AAR#ABA (Intel Pentium G3900, 8GB RAM, 1TB HDD, Win10, Black) - Refurbished","Inputs: Intel Pentium G3900 CPU
Outputs: Intel Core i5-6400T","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0148-CUK-001-UF","ASUS GL502VS-DS71 - i7-7700HQ, 16GB RAM, 256GB PCIe SSD + 1TB HDD, GTX 1070 8GB, 15.6"" Full HD w/ G-SYNC, Windows 10","Inputs: 256GB M.2 NVMe 2280
Outputs: 128GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GL502VS-DS71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0478-CUK-005-UF","HP OMEN 17t Z8W54AV - i7-7700HQ, GTX 1070 8GB, 32GB, UHD, 1TB NVMe SSD + 2TB HDD, Windows 10","Inputs: 2x16GB DDR4-2400, 1TB M.2 NVMe 2280, 2TB@5400 7mm, HP Hard Drive Caddy Kit
Outputs: 2x8GB DDR4-2400, 512GB M.2 NVMe 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","Z8W54AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0481-CUK-001-UF","HP Probook 430 G4 1HL53UT Celeron 3865U 8GB RAM 500GB HDD Windows 10","Inputs: 2x4GB DDR4-2133, 500GB@7200
Outputs: 1x4GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","1HL53UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0481-CUK-002-UF","HP Probook 430 G4 1HL53UT Celeron 3865U 8GB RAM 128GB SSD + 500GB HDD Windows 10","Inputs: 2x4GB DDR4-2133, 128GB M.2 SATA 2280, 500GB@7200
Outputs: 1x4GB DDR4-2400, 64GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","1HL53UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0481-CUK-004-UF","HP Probook 430 G4 1HL53UT Celeron 3865U 16GB RAM 128GB SSD + 1TB HDD Windows 10","Inputs: 1x16GB DDR4-2133, 128GB M.2 SATA 2280, 1TB@5400 SSHD
Outputs: 1x4GB DDR4-2400, 64GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","1HL53UT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DT-CU-0020-CUK-001-UF","CUK Lineage Budget Desktop - (Soeyi Black, Intel G3900, 8GB DDR3, 1TB HDD, Windows 10)","Inputs: Soeyi S902B - Black, HP Motherboard (with W10), Intel Pentium G3900, 1x8GB DDR3, 1TB@7200, 300W HP PSU, SATA to MOLEX Cable, Intel 3165 AC Wifi Card","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","DT-CU-0020-CUK-001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-AS-0155-CUK-008-UF","Asus FX502VM-AS73 i7-7700HQ, 24GB RAM, 256GB NVMe SSD + 1TB HDD, GTX 1060 3GB, Full HD IPS, Windows 10","Inputs: 1x16GB DDR4-2400, 256GB M.2 NVMe 2280, 15.6"" Full HD IPS Display (SC-0025)
Outputs: 128GB M.2 SATA 2280, 15.6"" Full HD TN Display (SC-0026)","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","FX502VM-AS73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-MS-0225-UF","MSI GT73VR TITAN 4K-480","17.3"" UHD 4K Display (3840 x 2160)
Intel Core i7-7820HK Quad Core Processor (8MB Cache, 2.9GHz-3.9GHz) 45W
NVIDIA GeForce? GTX1070 8GB GDDR5
16GB RAM DDR4 2400MHz
256GB NVMe SSD +1TB (SATA) 7200rpm HDD
No Optical Disk Drive
5 x USB 3.0, 1 x Thunderbolt 3, 1 x Mini Display Port v1.2, 1 x HDMI 1.4, 1 x SD Card Reader (XC/HC)
FHD type (30fps@1080p) Webcam
Steel Series Full-color backlight with Anti-Ghost key+ silver lining
802.11 AC + Bluetooth 4.1
8 cell Battery (75Whr)
Windows 10 Professional x64
16.85"" x 12.36""x 1.76""
8.59 lbs 
1 year Limited warranty (Include 1 Year Global)","ea","824142140383","Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0515-UF","HP FACTORY RECERTIFIED SPECTRE X360 13-AC023DX - Z4Z21UAR#ABA","HP SPECTRE X360 13-AC023DX WINDOWS 10 HOME INTEL DUAL-CORE CORE I7-7500U 2.7GHZ 512GB PCIE NVME M.2 SSD 16GB LPDDR3-1600 SDRAM 13.3INCH FHD BRIGHTVIEW TOUCHSCREEN (1920X1080) 2X2 802.11AC WLAN BLUETOOTH THUNDERBOLT INTEL HD GRAPHICS 620 FHD IR WEBCAM NATURAL","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","FALSE",,,"Intel Core i7 7th Gen","i7-7500U","2.7","13.3""","Full HD","13.3"" diagonal FHD UWVA BrightView WLED-backlit narrow bezel multitouch-enabled edge-to-edge glass (1920 x 1080)","1920 x 1080","1",,,,,,,"Intel Integrated Graphics",,,"16GB","DDR3","1600",,"512GB","NVMe",,,,"Windows 10 Home","802.11 AC",,"Bluetooth 4.2","2x USB 3.1 Type-C Gen 2, 1x USB 3.1 Gen 1",,,"1","1x Headphone/Microphone Combo",,"Full-size island-style backlit keyboard",,"1","HP TrueVision FHD IR Camera with dual array digital microphone","3-Cell, 57.8Whr Lithium-Ion Battery",,"12.09","8.58","0.55","2.91"
"LT-MS-0259","MSI GS63VR STEALTH PRO-230","15.6"" Thin and Light Gaming Laptop Intel Core i7-7700HQ GTX1060 16GB DDR4 256GB NVMe SSD +2TB TB3 Win10 VR Ready","ea","824142138892","Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","GS63VR STEALTH PRO-230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,"1",,,,,,,,
"LT-MS-0258-CUK-001","MSI GE73VR Raider-045 Gamer VR Ready (Intel i7-7700HQ, 16GB RAM, 128GB SSD + 1TB HDD, NVIDIA GTX 1070 8GB) - 17.3"" Full HD, Windows 10, Gaming Laptop Computer","Input: 128GB M.2 SATA 2280
Output: -","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","Raider-045",,,,,,,,,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,,,,,
"LT-MS-0258-CUK-002","MSI GE73VR Raider-045 Gamer VR Ready (Intel i7-7700HQ, 16GB RAM, 250GB NVMe SSD + 1TB HDD, NVIDIA GTX 1070 8GB) - 17.3"" Full HD, Windows 10, Gaming Laptop Computer","Inputs: 250GB M.2 NVMe 2280
Outputs: 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GE73VR Raider-045",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" Full HD 120Hz 5ms Display (1920 x 1080)","1920 x 1080",,,"1",,"1",,"1","NVIDIA Geforce GTX 1070","8","1","16GB","DDR4","2400","32GB","250GB","NVMe","1TB","7200",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.2","4x USB 3.0, 1x USB 3.1 (Type-C)","1","1x HDMI, 1x Mini DisplayPort",,"1x Microphone-in jack","SD Card Reader","SteelSeries Engine 3 with 24 Programmable Colors with Numberpad","1",,"FHD type","6-Cell Lithium Ion (51 Whr)",,"16.49","11.22","1.12","6.17"
"LT-MS-0258-CUK-003","MSI GE73VR Raider-045 Gamer VR Ready (Intel i7-7700HQ, 32GB RAM, 256GB NVMe SSD + 1TB HDD, NVIDIA GTX 1070 8GB) - 17.3"" Full HD, Windows 10, Gaming Laptop Computer","Inputs: 2x16GB DDR4-2400, 256GB M.2 NVMe 2280
Outputs: 1x16GB DDR4-2400, 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GE73VR Raider-045",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" Full HD 120Hz 5ms Display (1920 x 1080)","1920 x 1080",,,"1",,"1",,"1","NVIDIA GeForce GTX 1070","8","1","32GB","DDR4","2400","32GB","256GB","NVMe","1TB","7200",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.2","4x USB 3.0, 1x USB 3.1 (Type-C)","1","1x HDMI, 1x Mini DisplayPort",,"1x Microphone-in jack","SD Card Reader","SteelSeries Engine 3 with 24 Programmable Colors with Numberpad","1",,"FHD type","6-Cell Lithium Ion (51 Whr)",,"16.49","11.22","1.12","6.17"
"LT-MS-0258-CUK-004","MSI GE73VR Raider-045 Gamer VR Ready (Intel i7-7700HQ, 32GB RAM, 500GB NVMe SSD + 1TB HDD, NVIDIA GTX 1070 8GB) - 17.3"" Full HD, Windows 10, Gaming Laptop Computer","Inputs: 2x16GB DDR4-2400, 500GB M.2 NVMe 2280
Outputs: 1x16GB DDR4-2400, 256GB M.2 SATA 2280","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GE73VR Raider-045",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","17.3""","Full HD","17.3"" Full HD 120Hz 5ms Display (1920 x 1080)","1920 x 1080",,,"1",,"1",,"1","NVIDIA Geforce GTX 1070","8","1","32GB","DDR4","2400","32GB","500GB","NVMe","1TB","7200",,"Windows 10 Home","802.11 AC",,"Bluetooth 4.2","4x USB 3.0, 1x USB 3.1 (Type-C)","1","1x HDMI, 1x Mini DisplayPort",,"1x Microphone-in jack","SD Card Reader","SteelSeries Engine 3 with 24 Programmable Colors with Numberpad","1",,"FHD type","6-Cell Lithium Ion (51 Whr)",,"16.49","11.22","1.12","6.17"
"LT-MS-0257-CUK-001","MSI GS63VR Stealth Pro-002 Gamer VR Ready (Intel i7-7700HQ, 32GB RAM, 512GB NVMe SSD + 2TB HDD, NVIDIA GTX Max Q 1070 8GB) - 15.6"" Full HD, Window 10, Gaming Laptop Computer","Input: 512GB M.2 NVMe 2280 + 2TB@5400 9.5mm
Output: 512GB M.2 SATA 2280 + 1TB@7200","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","Pro-002",,,,,,,,,,,,"1",,"1",,,,,,,,,,,,,,,,,,,,,,"1",,,,"1",,,,,,,,
"LT-MS-0255-CUK-001","MSI GF62 7RE-1452 Gamer Notebook (Intel i7-7700HQ, 16GB, 128GB SSD + 1TB HDD, NVIDIA GTX 1050 Ti 4GB) - 15.6"" Full HD, Windows 10, Gaming Laptop Computer","Input: 2x8GB DDR4-2400, 128GB M.2 SATA 2280
Output: 1x16GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","7RE-1452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,
"LT-MS-0255-CUK-002","MSI GF62 7RE-1452 Gamer Notebook (Intel i7-7700HQ, 16GB, 256GB NVMe SSD + 1TB HDD, NVIDIA GTX 1050 Ti 4GB) - 15.6"" Full HD, Windows 10, Gaming Laptop Computer","Input: 2x8GB DDR4-2400 + 256GB M.2 NVMe 2280
Output: 1x16GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GF62 7RE-1452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,
"LT-MS-0255-CUK-003","MSI GF62 7RE-1452 Gamer Notebook (Intel i7-7700HQ, 32GB, 256GB NVMe SSD + 1TB HDD, NVIDIA GTX 1050 Ti 4GB) - 15.6"" Full HD, Windows 10, Gaming Laptop Computer","Input: 2x16GB DDR4-2400, 256GB M.2 NVMe 2280
Output: 1x16GB DDR4-2133","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GF62 7RE-1452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,
"LT-MS-0255-CUK-004","MSI GF62 7RE-1452 Gamer Notebook (Intel i7-7700HQ, 32GB, 512GB NVMe SSD + 1TB HDD, NVIDIA GTX 1050 Ti 4GB) - 15.6"" Full HD, Windows 10, Gaming Laptop Computer","Input: 2x16GB DDR4-2400, 512GB M.2 NVMe 2280
Output: 1x16GB DDR4-2133","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","GF62 7RE-1452",,,"Intel Core i7 7th Gen","i7-7700HQ","2.8","15.6""","Full HD","15.6"" Full HD Display (1920 x 1080)","1920 x 1080",,"1",,,,,,"NVIDIA Geforce GTX 1050 Ti","4","1","32GB","DDR4","2133","32GB","512GB","NVMe","1TB","7200",,"Windows 10 Home","802.11 AC","Killer N1435","Bluetooth 4.0","USB 3.0 Type C, 2x USB 3.0 Type A, 1x USB 2.0",,"1x HDMI 1.4, 1x Mini DisplayPort 1.2",,"1x mic-in, 1x headphone","SD (XC/HC)","Steel Series Full-color backlight with Anti-Ghost key+ Silver lining","1",,"HD type","Lithium-Ion 6-Cell (41Whr)",,"15.07","10.24","1.14","4.85"
"LT-MS-0256-CUK-002","MSI PL60 7RD-013 Gamer Notebook (Intel i7-7500U, 16GB, 1TB SSHD, NVIDIA GTX 1050 2GB) - 15.6"" Full HD, Windows 10, Gaming Laptop Computer","Inputs: 2x8GB DDR4-2133 + 1TB@5400 SSHD
Outputs: 1x8GB DDR4-2400 + 1TB@7200","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","PL60 7RD-013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1",,,,,,,,
"LT-MS-0256-CUK-001","MSI PL60 7RD-013 Gamer Notebook (Intel i7-7500U, 16GB, 128GB SSD + 1TB HDD, NVIDIA GTX 1050 2GB) - 15.6"" Full HD, Windows 10, Gaming Laptop Computer","Inputs: 2x8GB DDR4-2133 + 128GB M.2 SATA 2280
Outputs: 1x8GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","PL60 7RD-013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1",,,,,,,,
"LT-MS-0256-CUK-003","MSI PL60 7RD-013 Gamer Notebook (Intel i7-7500U, 16GB, 250GB SSD + 1TB HDD, NVIDIA GTX 1050 2GB) - 15.6"" Full HD, Windows 10, Gaming Laptop Computer","Inputs: 2x8GB DDR4-2133 + 250GB M.2 SATA 2280
Outputs: 1x8GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","PL60 7RD-013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1",,,,,,,,
"LT-MS-0256-CUK-004","MSI PL60 7RD-013 Gamer Notebook (Intel i7-7500U, 32GB, 250GB SSD + 1TB HDD, NVIDIA GTX 1050 2GB) - 15.6"" Full HD, Windows 10, Gaming Laptop Computer","Inputs: 2x16GB DDR4-2400 + 250GB M.2 SATA 2280
Outputs: 1x8GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","PL60 7RD-013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1",,,,,,,,
"LT-MS-0256-CUK-005","MSI PL60 7RD-013 Gamer Notebook (Intel i7-7500U, 32GB, 500GB SSD + 1TB HDD, NVIDIA GTX 1050 2GB) - 15.6"" Full HD, Windows 10, Gaming Laptop Computer","Inputs: 2x16GB DDR4-2400 + 500GB M.2 SATA 2280
Outputs: 1x8GB DDR4-2400","ea",,"Inventory","true","N","1","lbs","0","0","0","in","Serial Number",,,"false","true","false","false","PL60 7RD-013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,"1",,,,,,,,
"AC-GPU-095","Gigabyte Radeon RX 570 Gaming 4G",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"true","false","false","false","GV-RX570GAMING-4GD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB-MI-0005","MICROSOFT FACTORY RECERTIFIED SURFACE-3 TABLET - SNO-FMV-0001","MICROSOFT FACTORY RECERTIFIED SURFACE-3 TABLET INTEL:X7-Z8700/AQC-1.66GULV 2GB/ONBOARD 64GB/SSD MR 802.11AC+BT 2XWEBCAM INTEL-HD/IGP 10.8CTFHD/TOUCH W10H-64 1.4LBS SILVER 1YR
","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","SNO-FMV-0001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB-MI-0006","MICROSOFT FACTORY RECERTIFIED SURFACE-3 TABLET - SNO-FGR-00001","MICROSOFT FACTORY RECERTIFIED SURFACE-3 TABLET INTEL:X7-Z8700/AQC-1.66GULV 4GB/ONBOARD 128GB/SSD MR 802.11AC+BT 2XWEBCAM INTEL-HD/IGP 10.8CTFHD/TOUCH W10H-64 1.4LBS SILVER 1YR
","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","SNO-FGR-00001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB-MI-0007","MICROSOFT FACTORY RECERTIFIED SURFACE PRO-3 - SNO-FGN-00001","MICROSOFT FACTORY RECERTIFIED SURFACE PRO-3 BUSINESS TABLET INTEL:I5-4300U/CI5-1.90GLV 8GB/ONBOARD 256GB/SSD MR 802.11AC+BT TPM 2XWEBCAM INTEL-HD4400/IGP 12CTFHD/TOUCH W8.1P-64 SILVER 1YR
","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","SNO-FGN-00001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LT-HP-0450-B","HP Pavilion 15 Full HD – X7P44AV - i7-7700HQ, 8GB RAM, 1TB HDD, GTX 1050 4GB, Windows 10 USED VERY GOOD","Windows 10 Home 64
Intel® Core™ i7-7700HQ (2.8 GHz, up to 3.8 GHz, 6 MB cache, 4 cores) + NVIDIA® GeForce® GTX 1050 (4 GB GDDR5 dedicated)
8 GB DDR4-2400 SDRAM (1 x 8 GB)
15.6"" diagonal FHD IPS UWVA anti-glare WLED-backlit (1920 x 1080)
1TB 7200 rpm SATA
4-cell, 63.3 Whr Lithium-ion polymer Battery
No DVD or CD Drive
Full-size island-style backlit keyboard (silver)
HP Wide Vision HD Webcam with Dual Digital Microphone (Natural Silver)
Intel® 802.11ac (2x2) Wi-Fi® and Bluetooth® 4.2 Combo
B&O PLAY; Dual speakers
Integrated 10/100/1000 Gigabit Ethernet LAN
1 multi-format SD media card reader
2 USB 3.1 Gen 1 (Data transfer only); 1 USB 2.0; 1 HDMI; 1 RJ-45; 1 headphone/microphone combo
150 W AC power adapter
15.06 x 9.94 x 0.96 in
4.84 lb
1 year limited hardware warranty","ea",,"Inventory","true","N","0","lbs","0","0","0","ft","Serial Number",,,"false","true","false","false","X7P44AV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
